MP.Name,Date,Event,Type,Numbers,Venue.s.
"Todd, Mark",3/8/05,All Party Group on Entrepreneurship,Rec,120,Tce Pvln
"Brown, Lyn",7/17/06,All Party Group on Libraries,Rec,25,Dng Rm C
"Harris, Evan",1/21/09,All Party Group on Medical Research Dinner,Dinn,21,Astor Suite
"Hall, Patrick",10/30/06,All Party Group on Patient & Public Involvement,Rec,150,Tce Pvln
"Todd, Mark",7/15/09,All Party Group on Private Equity,Tea,12,Dng Rm C
"Simpson, Alan",6/22/05,All Party Group on Science & Social Policy,Bfast,14,Dng Rm C
"O'Neill, Martin",2/2/05,All Party Group on Wood Panelling,Dinn,12,Dng Rm C
"Gidley, Sandra",4/27/04,All Party Health Group,Bfast,35,Dng Rm A
"Love, Andrew",7/18/06,All Party Homelessness & Housing Group,Dinn,10,Dng Rm C
"Anderson, Janet",6/2/08,All Party Intellectual Property Group,Rec,175,Tce Pvln
"Chaytor, David",3/19/07,All Party Intelligent Energy Group,Dinn,24,Astor Suite
"Allan, Richard",5/19/04,All Party Internet Group,Dinn,16,Astor Suite
"Blizzard, Robert",5/13/08,All Party Jazz Group,Rec,200,"Dng Rm C, Tce Pvln"
"Harris, Evan",7/10/07,All Party Kidney Group Briefing,Bfast,25,Dng Rm C
"Baldry, Tony",12/15/04,All Party Lighting Group,Dinn,24,Dng Rm B
"Walley, Joan",5/24/06,All Party Lighting Group,Lnch,24,Dng Rm B
"Walley, Joan",6/24/08,All Party Lighting Group,Lnch,44,Dng Rm A
"Moffatt, Laura",7/5/06,All Party Maternity Group,Tea,180,Mmbrs Dng Rm
"Wyatt, Derek",6/3/08,All Party Media & Communications Group,Bfast,26,Dng Rm B
"O'Brien, Stephen",1/17/05,All Party Mineral Group,Lnch,24,Astor Suite
"O'Brien, Stephen",6/27/05,All Party Mineral Group,Lnch,15,Astor Suite
"O'Brien, Stephen",10/31/05,All Party Mineral Group,Lnch,24,Astor Suite
"O'Brien, Stephen",6/20/06,All Party Mineral Group,Lnch,24,Astor Suite
"O'Brien, Stephen",4/26/04,All Party Minerals Group,Lnch,18,Dng Rm B
"O'Brien, Stephen",7/5/04,All Party Minerals Group,Lnch,24,Astor Suite
"O'Brien, Stephen",3/21/05,All Party Minerals Group,Lnch,24,Astor Suite
"O'Brien, Stephen",10/17/06,All Party Minerals Group,Lnch,24,Astor Suite
"O'Brien, Stephen",1/27/09,All Party Minerals Group,Lnch,21,Astor Suite
"O'Brien, Stephen",6/9/09,All Party Minerals Group,Lnch,24,Astor Suite
"Burden, Richard",7/20/04,All Party Motor Group,Lnch,18,Dng Rm B
"Austin, John",12/8/04,All Party Osteoporosis Group,Bfast,35,Dng Rm A
"Olner, Bill",11/15/07,All Party Parl. Brunel Group,Lnch,49,Dng Rm A
"Olner, Bill",7/11/07,All Party Parl. Burnel Group,Dinn,48,Dng Rm A
"Olner, Bill",7/16/08,"All Party Parl. Cable, Satellite & Digital Group",Dinn,13,Astor Suite
"Baldry, Tony",2/26/07,All Party Parl. China Group,Lnch,24,Dng Rm B
"Opik, Lembit",4/22/09,All Party Parl. Friends of the Baha'is,Rec,100,Tce Pvln
"Donohoe, Brian",11/9/04,All Party parl. Gardening & Horticulture Group,Rec,200,Tce Pvln
"Love, Andrew",2/4/09,All Party Parl. Small Bus Group,Bfast,40,Dng Rm A
"Mann, John",7/25/07,All Party Parl. Youth Hostelling Group,Rec,31,Dng Rm B
"Henderson, D.J",5/19/09,All Party Parliamentary Athletics Group Reception,Rec,100,Tce Pvln
"Chapman, Ben",5/18/09,All Party Parliamentary China Group Sponsors Dinner,Dinn,37,Dng Rm A
"Wiggin, Bill",6/9/09,All Party Parliamentary Cider Group,Rec,125,Tce Pvln
"Dunne, Philip",11/7/07,All Party Parliamentary Corporate Governance,Bfast,44,Dng Rm A
"Maude, Francis",12/7/05,All Party Parliamentary Corporate Governance Group,Bfast,40,Dng Rm A
"Haselhurst, Sir Alan",4/29/08,All Party Parliamentary Cricket Group Dinner,Dinn,32,Club Rm
"McCafferty, Christine",2/9/05,All Party Parliamentary Friends of Islam,Rec,100,Tce Pvln
"Michael, Alun",4/22/09,All Party Parliamentary Friends of Welsh National Opera,Rec,15,Dng Rm C
"Maude, Francis",10/13/04,All Party Parliamentary Governance Group,Bfast,21,Dng Rm B
"Horwood, Martin",11/6/07,All Party Parliamentary Group,Dinn,20,Dng Rm A
"George, Andrew",11/25/08,All Party Parliamentary Group Dinner,Dinn,16,Astor Suite
"Olner, Bill",6/18/07,All Party Parliamentary Group for Construction,Rec,200,Tce Pvln
"O'Hara, Eddie",12/15/08,All Party Parliamentary Group on Haremophilia,Rec,80,Strngrs Dng Rm
"Ruane, Chris",6/22/04,All Party Parliamentary Group On Heart,Rec,60,Dng Rm A
"George, Bruce",5/11/04,All Party Parliamentary Group on Skin,Rec,45,Astor Suite
"McCafferty, Christine",4/19/04,All Party Parliamentary Group Population Development,Dinn,24,Astor Suite
"Knight, Greg",1/13/09,All Party Parliamentary Historic Vehicles Group Dinner,Dinn,41,Dng Rm A
"Walley, Joan",2/7/05,All Party Parliamentary Lighting Group,Lnch,22,Dng Rm B
"Walley, Joan",12/14/06,All Party Parliamentary Lighting Group,Lnch,21,Dng Rm B
"Walley, Joan",1/14/09,All Party Parliamentary Lighting Group,Rec,40,Dng Rm A
"Betts, Clive",4/22/09,All Party Parliamentary Local Government Group Breakfast,Bfast,26,Dng Rm A
"Mitchell, Austin",5/18/04,All Party Parliamentary Media Group,Bfast,18,Dng Rm B
"Mitchell, Austin",10/19/04,all party parliamentary Media Group,Bfast,20,Dng Rm B
"Pound, Stephen",5/8/04,All Party Parliamentary Moto Cycling Group,Tea,150,Tce Pvln
"Austin, John",7/10/08,All Party Parliamentary Osteoporosis Group,Rec,45,Dng Rm A
"Walley, Joan",4/27/09,All Party Parliamentary Regeneration Group,Rec,50,Strngrs Dng Rm
"Browning, Angela",11/8/06,All Party Parliamentary Rowing Group,Tea,45,Dng Rm B
"George, Andrew",12/15/08,All Party Parliamentary Water Group,Dinn,11,Dng Rm B
"Horwood, Martin",6/10/09,All Party Parliamentry Group for Tribal Peoples,Rec,80,Dng Rm A
"Stoate, Howard",1/27/09,All Party Pharmacy Group Dinner,Dinn,8,Dng Rm C
"Stoate, Howard",7/8/09,All Party Pharmacy Group Summer Reception,Rec,60,Dng Rm A
"Rooney, Terry",7/7/09,All Party Print Group Reception,Rec,130,Tce Pvln
"Ennis, Jeff",7/11/05,All Party Racing & Bloodstock Industries,Dinn,49,Dng Rm A
"Ennis, Jeff",7/17/06,All Party Racing Group Dinner,Dinn,43,Dng Rm A
"Ennis, Jeff",7/16/07,All Party Racing Group Dinner,Dinn,41,Dng Rm A
"Walley, Joan",7/5/05,All Party Regeneration Group,Rec,60,Strngrs Dng Rm
"Walley, Joan",10/11/05,All Party Regeneration Group,Lnch,24,Astor Suite
"Tipping, Paddy",1/16/08,All Party Renewable Transport Fuels,Rec,70,Strngrs Dng Rm
"Bottomley, Peter J",12/9/08,All Party Rowing Group,Rec,69,Dng Rm A
"Goldsworthy, Julia",3/7/07,All Party Rowing Group,Dinn,32,Club Rm
"McFall, John",7/11/06,All Party Royal Navy Group Dinner,Dinn,17,Club Rm
"Farrelly, Paul",10/22/08,All Party Rugby Group Awards,Dinn,11,Dng Rm C
"Farrelly, Paul",3/5/07,All Party Rugby Union Group Dinner,Dinn,17,Club Rm
"Pritchard, Mark",11/3/08,All Party Russia Group,Dinn,12,Dng Rm D
"Dowd, Jim",5/26/04,All Party Small Shops Group,Rec,100,Tce Pvln
"Olner, Bill",2/9/06,All Party Study Group,Lnch,14,Dng Rm C
"Spellar, John",11/30/06,All Party Study Group,Lnch,12,Astor Suite
"Olner, Bill",6/16/09,All Party Study Group on Construction,Lnch,12,Dng Rm B
"Foster, Michael",12/8/08,All Party Tennis Group Reception / LTA Lunch,Lnch,45,Church. Dng Rm
"Ruffley, David",5/17/06,All Party Wholesale Financial Markets & Services Group,Bfast,35,Dng Rm A
"Gibson, Ian",6/2/08,All Party Writers Group,Rec,200,Tce Pvln
"Grogan, John",4/27/04,All Pary Parliamentary Beer Group,Dinn,10,Dng Rm D
"Austin, John",5/19/09,All-Party Osteoporosis Group reception,Tea,60,Dng Rm A
"Atkinson, David",11/26/04,Alleyn Court School Centenary,Rec,127,Mmbrs Dng Rm
"Anderson, Janet",7/16/07,Alliance against Intellectual Property Theft,Rec,175,Tce Pvln
"Foster, Michael John",7/16/07,Altformat Story Competition,Tea,50,Dng Rm A
"Foster, Michael John",7/8/08,AltFormat Story Competition,Tea,50,Strngrs Dng Rm
"Brady, Graham",6/15/05,Altrincham Gramar School,Tea,50,Strngrs Dng Rm
"Brady, Graham",6/14/06,Altrincham Gramar School for Boys,Lnch,48,Dng Rm A
"Brady, Graham",11/21/07,Altrincham Grammar School for Boys,Lnch,43,Dng Rm A
"Brady, Graham",5/6/09,Altrincham Grammar School for Boys Spring Luncheon,Lnch,44,Dng Rm A
"Southworth, Helen",7/12/05,Aluminium Federation,Rec,21,Dng Rm D
"Owen, Albert",3/24/09,Aluminium Federation Breakfast,Bfast,16,Astor Suite
"Southworth, Helen",11/28/06,Aluminium Federation Reception,Rec,60,Dng Rm B
"Walker, Charles",1/16/08,Alumni Reception,Rec,80,Dng Rm A
"Gerrard, Neil",9/21/04,Alzheimer's Disease International,Rec,60,Dng Rm A
"Coaker, Vernon",7/5/05,Alzheimer's Society,Tea,100,Dng Rm B
"Spelman, Caroline",7/6/04,Alzheimer's Society,Tea,70,Strngrs Dng Rm
"Wright, Jeremy",6/18/07,Alzheimer's Society,Rec,38,Dng Rm B
"Wright, Jeremy",2/4/08,Alzheimer's Society,Rec,129,Mmbrs Dng Rm
"Walley, Joan",2/5/07,Alzheimer's Society Parliamentary Dinner,Dinn,20,Astor Suite
"Blunkett, David",7/15/09,Alzheimer's society vice-presidents,Lnch,38,Dng Rm A
"Lait, Jacqui",10/13/05,Ambulance Service Inst,Rec,100,Mmbrs Dng Rm
"Lait, Jacqui",10/12/06,Ambulance Service Inst Awards Ceremony,Tea,110,Mmbrs Dng Rm
"Lait, Jacqui",10/14/04,Ambulance Station & Training Centre,Rec,100,Mmbrs Dng Rm
"Campbell, Alan",7/5/04,AMEC,Dinn,13,Dng Rm C
"Campbell, Alan",11/29/05,Amec,Rec,100,Tce Pvln
"Caborn, Richard",6/23/08,AMEC Dinner,Dinn,11,Dng Rm D
"Campbell, Alan",5/18/05,Amec Offshore Services,Dinn,14,Dng Rm C
"Brown, Nick",12/5/06,Amec Oil & Gas,Rec,120,Tce Pvln
"Thornberry, Emily",5/11/09,Amec Parliamentary Reception,Rec,200,Tce Pvln
"Watson, Tom",5/12/08,AMEC Parliamentary Reception,Rec,200,Tce Pvln
"Caborn, Richard",5/11/09,AMEC Post Reception Dinner,Dinn,10,Dng Rm C
"Mates, Michael",5/25/06,American Horticultural Society,Dinn,35,"Dng Rm B, Dng Rm C"
"Mates, Michael",5/24/07,American Horticultural Society,Dinn,20,Dng Rm B
"Mates, Michael",5/21/08,American Horticultural Society,Dinn,17,Astor Suite
"Cameron, David",11/8/07,American National Dinner,Dinn,18,Dng Rm B
"Boswell, Tim",6/13/08,American Society Independence Day,Rec,175,Tce Pvln
"Gibson, Ian",2/8/06,Amgen,Dinn,12,Astor Suite
"Iddon, Brian",12/19/06,AMGEN 'Putting Patients First',Lnch,12,Dng Rm C
"Butterfill, John",5/14/08,AMI Private Lunch,Lnch,12,Dng Rm D
"Wyatt, Derek",10/20/05,amicus group,Dinn,10,Dng Rm C
"Olner, Bill",6/12/07,Amicus Space Dinner,Dinn,15,Dng Rm B
"Hoyle, Hon Lindsay",5/16/06,AMICUS The Union,Rec,50,Dng Rm A
"Sutcliffe, Gerry",3/16/06,Amicus Verdi Visit,Dinn,16,Dng Rm C
"Lazarowicz, Mark",3/24/09,An Audience with Stephen Green,Rec,60,Strngrs Dng Rm
"Hughes, Simon",11/27/08,An Evening with PEAS,Dinn,30,Club Rm
"Wright, Anthony",11/30/06,Anatomy of Accountability - Round Table,Lnch,28,Dng Rm A
"Wright, Anthony",2/1/07,Anatomy of Accountability - Round Table,Lnch,32,Dng Rm A
"Wright, Anthony",3/1/07,Anatomy of Accountability - Round Table,Lnch,35,Dng Rm A
"Wright, Anthony",3/22/07,Anatomy of Accountability - Round Table,Lnch,30,Dng Rm A
"Lansley, Andrew",3/16/09,Anchor Trust,Dinn,12,Dng Rm D
"Burstow, Paul",1/29/07,Anchor Trust Dinner,Dinn,10,Astor Suite
"Lansley, Andrew",3/7/07,Anchor Trust Dinner,Dinn,14,Dng Rm C
"Raynsford, Nick",4/17/07,Anchor Trust Dinner,Dinn,9,Astor Suite
"Etherington, William",7/18/05,Ancient Order of Foresters,Rec,100,Tce Pvln
"Kidney, David",6/3/08,Ancient Trees,Rec,90,Mmbrs Dng Rm
"Gardiner, Barry",9/19/06,Andrea Bekeley Reception,Rec,120,Tce Pvln
"George, Andrew",6/16/04,Andrew George Mp,Rec,25,Astor Suite
"Stringer, Graham",7/17/06,Angel Trains,Rec,150,Tce Pvln
"Stringer, Graham",7/15/08,Angel Trains,Rec,180,Tce Pvln
"Chope, Christopher",2/10/09,Angel Trains Dinner,Dinn,21,Dng Rm A
"Pugh, John",4/29/09,Angel Trains Dinner,Dinn,14,Club Rm
"Stringer, Graham",2/4/09,Angel Trains Dinner,Dinn,12,Dng Rm C
"Wright, Tony",6/6/07,ANGLE - Great Yarmouth,Lnch,46,Dng Rm A
"Wright, Tony",6/15/09,Angle - Great Yarmouth Luncheon,Lnch,36,Dng Rm A
"Wright, Tony",6/28/06,Angle Great Yarmouth,Lnch,54,Dng Rm A
"Wright, Anthony",7/8/08,Angle-Great Yarmouth Luncheon,Lnch,42,Dng Rm A
"Wright, Tony",6/21/05,Anglegy,Lnch,61,"Dng Rm A, Dng Rm C"
"Owen, Albert",4/30/08,Anglesey Aluminium,Dinn,13,Dng Rm D
"Wright, Tony",1/24/07,"Anglian Water, Class of 2005 Educational Visit",Lnch,20,Dng Rm A
"Garnier, Edward",11/6/08,Anglo - Korean Society Annual Dinner,Dinn,89,"Church. Dng Rm, Tce Pvln"
"Bottomley, Peter J",10/25/07,Anglo Korean Society,Dinn,94,Church. Dng Rm
"Stanley, John",10/7/04,Anglo Korean Society,Dinn,110,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Challen, Colin",6/18/08,Anglo-German Climate Change Lunch,Lnch,18,Astor Suite
"Garnier, Edward",9/22/08,Anglo-Italian Autumn Reception,Rec,250,Tce Pvln
"Cook, Frank",3/26/09,Anglo-Korean Society,Rec,120,Church. Dng Rm
"Michael, Alun",7/5/06,Anglo-Somali Society,Tea,50,Tce Pvln
"Michael, Alun",6/28/07,Anglo-Somali Society Tea Party,Tea,50,Tce Pvln
"Michael, Alun",7/2/08,Anglo-Somali Society Tea Party,Tea,50,Tce Pvln
"Russell, Bob",10/20/08,Animal Defenders International,Rec,50,Tce Pvln
"Widdecombe, Ann",10/31/07,Animal Welfare Dinner,Dinn,12,Dng Rm B
"Strang, Dr Gavin",5/24/06,Animal Welfare Fundation,Rec,100,Tce Pvln
"Balls, Ed",11/3/05,Anjou Luncheon Club,Lnch,24,Dng Rm B
"Fitzpatrick, Jim",1/23/07,Annie's Bar Pool Tournament,Rec,110,Tce Pvln
"Fitzpatrick, Jim",3/18/08,Annie's Bar Pool Tournament,Rec,100,Tce Pvln
"Burstow, Paul",5/11/07,Anniversary Dinner,Dinn,73,"Church. Dng Rm, Tce Pvln"
"Cousins, Jim",3/31/08,Anniversary Reception,Rec,140,Tce Pvln
"Gibson, Ian",11/7/06,Annual Awards Giving Event,Rec,101,"Dng Rm A, Tce Pvln"
"Lansley, Andrew",11/7/06,Annual Bus Leaders,Dinn,18,Dng Rm B
"Challen, Colin",5/14/09,Annual Dinner,Dinn,93,Church. Dng Rm
"Maude, Francis",7/16/09,Annual Dinner,Dinn,42,Dng Rm A
"Burden, Richard",6/19/04,Annual Parliamentary Classic Car Run,Tea,150,Tce Pvln
"Stoate, Howard",11/21/07,Annual Parliamentary Reception,Tea,105,Tce Pvln
"Chapman, Ben",1/26/09,Annual Reception,Rec,120,Tce Pvln
"Taylor, Richard",3/3/09,Annual Royal College of Physicians Dinner,Dinn,34,Dng Rm A
"Austin, John",7/7/09,Annual Tea Party,Rec,120,Mmbrs Dng Rm
"Steen, Anthony",1/29/08,Anthony Steen tea for the Police,Tea,45,Dng Rm B
"Ruane, Chris",1/30/08,Anti Terrorist Bomb Disposal Course,Lnch,28,Dng Rm B
"Young, Sir George",5/6/08,Anton Rotary Club,Dinn,50,Dng Rm A
"Steen, Anthony",10/28/08,Antony Steen MP,Rec,100,State Rm
"Kawczynski, Daniel",5/1/08,Anual Dinner,Dinn,47,Church. Dng Rm
"Cohen, Harry",7/21/07,Anual Dinner Bangladeshi Medical Assoc,Dinn,140,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Curtis-Thomas, Claire",6/30/08,Anual Luncheon APPBS,Lnch,76,Church. Dng Rm
"Stoate, Howard",11/29/06,Anual Parliamentary Reception,Rec,50,Tce Pvln
"Blunkett, David",7/9/08,"AoC Beacon Awards ""Celebrating Colleges""",Rec,170,Tce Pvln
"Hopkins, Kelvin",6/12/07,AoC Gold Awards 2007,Rec,100,Tce Pvln
"Hopkins, Kelvin",6/12/08,AoC Gold Awards 2008,Rec,100,Tce Pvln
"Hopkins, Kelvin",6/4/09,AOC Gold Awards 2009,Rec,100,Tce Pvln
"Willis, Phil",6/15/09,AOC Summer Reception,Rec,100,Strngrs Dng Rm
"Hands, Greg",7/11/07,AOL Summer Reception,Rec,100,Tce Pvln
"Hands, Greg",7/1/08,AOL Summer Reception,Rec,80,Strngrs Dng Rm
"Brady, Graham",6/24/04,AON,Lnch,35,Dng Rm A
"Hammond, Philip",6/21/07,Aon Consulting,Dinn,50,Dng Rm A
"Mann, John",7/14/05,Aon Consulting,Lnch,35,Dng Rm A
"Lazarowicz, Mark",10/24/06,APACS,Rec,100,Tce Pvln
"Lazarowicz, Mark",9/8/04,Apacs Event,Rec,25,Dng Rm B
"Grogan, John",3/14/06,APBG,Dinn,14,Astor Suite
"Gibson, Ian",12/13/05,APCO Uk,Bfast,18,Dng Rm B
"Gidley, Sandra",10/13/05,APCOUK,Lnch,50,Dng Rm A
"Baker, Norman",12/18/07,APEG Christmas Reception,Tea,100,Mmbrs Dng Rm
"Caplin, Ivor",7/22/04,Apex Creative Services,Dinn,15,Dng Rm C
"Winnick, David",3/1/07,Apex Reunion,Rec,32,Dng Rm B
"Gerrard, Neil",11/23/05,APG,Rec,100,Tce Pvln
"Simpson, Alan",6/14/06,APG Deportations & Removals,Bfast,20,Dng Rm B
"Reed, Jamie",1/27/09,APG Digital TV Switch Over Reception,Rec,150,Tce Pvln
"Chapman, Ben",7/14/09,APG for Cleaning & Hygiene Industry,Lnch,17,Dng Rm B
"Olner, Bill",12/3/08,APG for Funerals & Bereavement Lunch,Lnch,20,Dng Rm B
"Challen, Colin",11/12/08,APG for Intelligent Energy Dinner,Dinn,13,Dng Rm D
"Simpson, Alan",2/11/09,APG for Social Science & Policy,Bfast,24,Astor Suite
"Simpson, Alan",7/7/09,APG for Social Science & Policy,Bfast,12,Astor Suite
"Simpson, Alan",7/15/09,APG for Social Science & Policy,Bfast,12,Astor Suite
"Simpson, Alan",7/2/08,APG for Social Science APD Policy,Bfast,15,Astor Suite
"Beard, Nigel",9/8/04,Apg Hm,Bfast,35,Dng Rm A
"George, Andrew",2/10/09,APG on Credit Crunch & Housing,Tea,24,Dng Rm B
"Loughton, Tim",3/14/07,APG on Wholesale Finacial Markets & Services,Bfast,50,Dng Rm A
"Loughton, Tim",7/17/08,APG on Wholesale Finacial Markets & Services,Lnch,30,Dng Rm A
"Hammond, Stephen",5/16/07,APG on Wholesale Financial Markets,Bfast,52,Dng Rm A
"Loughton, Tim",2/11/09,APG on Wholesale Financial Markets,Bfast,38,Dng Rm A
"Ruffley, David",5/12/09,APG on Wholesale Financial Markets,Bfast,35,Dng Rm A
"Ruffley, David",3/11/08,APG on Wholesale Financial Markets & Services,Bfast,43,Dng Rm A
"Hammond, Stephen",5/14/08,APG on Wholesale Financial Markets/Services,Bfast,29,Dng Rm A
"Hammond, Stephen",12/11/07,APG on Wholesale Financials Markets,Bfast,30,Dng Rm A
"Loughton, Tim",4/1/09,APG on Wholesale Finantial Markets & Services,Bfast,28,Dng Rm A
"Hammond, Stephen",11/26/08,APG on Wholesale Finantial Markets/Services,Bfast,46,Dng Rm A
"Jones, Martyn",3/3/09,APG on Wood Panel Industry,Lnch,20,Dng Rm B
"Kidney, David",7/17/08,APG Reception,Rec,140,Tce Pvln
"Bercow, John",3/14/07,APG Speech & Language Difficulties,Rec,100,Tce Pvln
"Loughton, Tim",10/15/08,APG Wholesale Financial Markets & Services,Bfast,45,Dng Rm A
"Loughton, Tim",7/16/09,APG Wholesale Financial Markets & Services,Bfast,35,Dng Rm A
"Hammond, Stephen",6/23/09,APG-Wholesale Financial Markets & Services,Bfast,44,Dng Rm A
"Loughton, Tim",11/14/07,APG-Wholesale Financial Markets/Services,Bfast,37,Dng Rm A
"Martlew, Eric",10/18/05,APGAW,Rec,150,Tce Pvln
"Love, Andrew",7/8/09,APGDI Design Council Breakfast,Bfast,35,Dng Rm A
"Lamb, Norman",11/10/04,Apghm,Bfast,37,Dng Rm A
"O'Brien, Bill",10/20/04,apgswg,Bfast,45,Dng Rm A
"Drew, David",5/5/04,APHG,Bfast,35,Dng Rm A
"Drew, David",6/8/04,APHG,Bfast,40,Dng Rm A
"Drew, David",11/16/05,APHG,Bfast,45,Dng Rm A
"Gidley, Sandra",12/5/06,APHG,Bfast,40,Dng Rm A
"Hall, Patrick",9/13/05,APHG,Rec,37,Dng Rm A
"Hall, Patrick",2/1/07,APHG,Bfast,40,Dng Rm A
"Hall, Patrick",5/6/09,APHG,Bfast,40,Dng Rm A
"Sheerman, Barry",3/21/06,APHG,Rec,100,Mmbrs Dng Rm
"Stoate, Howard",2/22/05,APHG,Bfast,30,Tce Pvln
"Hall, Patrick",12/16/08,APHG Breakfast,Bfast,35,Dng Rm A
"Hall, Patrick",7/14/09,APHG Breakfast,Bfast,40,Dng Rm A
"Hall, Patrick",3/24/09,APHG Breakfast Seminar,Bfast,40,Dng Rm A
"Hall, Patrick",7/18/06,APHG Constituecy Website Launch,Bfast,25,Dng Rm C
"Hall, Patrick",3/26/08,APHG Easter Dinner,Dinn,16,Club Rm
"Milton, Anne",7/4/07,APHG Future Health,Bfast,40,Dng Rm A
"Hall, Patrick",2/6/08,APHG Seminar,Bfast,40,Dng Rm A
"Hall, Patrick",7/10/06,APHG Summer Dinner,Dinn,35,Dng Rm A
"Wyatt, Derek",7/12/04,APIG,Lnch,16,Astor Suite
"Wyatt, Derek",2/20/06,APIG,Lnch,20,Dng Rm B
"White, Brian",11/3/04,APIG Secretariat,Dinn,16,Astor Suite
"Clapham, Michael",11/19/07,Apil Reception,Rec,35,Dng Rm B
"Burden, Richard",5/6/08,APMG House of Commons,Lnch,11,Dng Rm C
"Sanders, Adrian",3/19/08,APNEE SEHAT ' Zindagi ka Saar',Rec,150,Mmbrs Dng Rm
"Thornberry, Emily",3/19/08,APNEE Sehat Social Enterprice Dinner,Dinn,14,Dng Rm D
"David, Wayne",11/29/06,APP European Union Group,Dinn,20,Club Rm
"Mann, John",11/26/08,APP Group on Antisemitism -AGM,Bfast,18,Dng Rm B
"Anderson, Janet",7/14/09,APP Intellectual Property Group,Rec,175,Tce Pvln
"Love, Andrew",5/20/09,APP on Small Bus Group,Bfast,40,Dng Rm A
"Olner, Bill",6/22/09,APP study group for construction,Rec,200,Tce Pvln
"Evans, Nigel",10/7/08,APPA Identity Fraud Reception,Rec,40,Astor Suite
"Griffiths, Jane",10/20/04,APPCG Anual Reception,Rec,110,Mmbrs Dng Rm
"Vaizey, Ed",2/11/09,APPCG Luncheon,Lnch,54,Dng Rm A
"Maude, Francis",5/18/05,APPCGG,Lnch,40,Dng Rm A
"Maude, Francis",5/24/05,APPCGG,Rec,60,Dng Rm A
"Maude, Francis",11/2/05,APPCGG,Bfast,54,Dng Rm A
"Maude, Francis",2/1/06,APPCGG,Bfast,35,Dng Rm A
"Dunne, Philip",7/8/09,APPCGG  Annual Dinner,Dinn,37,Dng Rm A
"Binley, Brian",10/29/08,APPCGG Breakfast,Bfast,35,Dng Rm A
"Dunne, Philip",12/10/08,APPCGG Breakfast,Bfast,35,Dng Rm A
"Dunne, Philip",10/29/08,APPCGG Reception - Research Launch,Rec,80,Dng Rm A
"Simon, Sion",3/22/07,APPEVC,Bfast,80,Dng Rm A
"Gidley, Sandra",3/22/05,APPG,Rec,70,Strngrs Dng Rm
"Hall, Patrick",10/26/06,APPG,Bfast,17,Dng Rm A
"Austin, John",3/5/08,APPG - Osteoporosis Group,Rec,50,Strngrs Dng Rm
"Mann, John",2/20/08,APPG against Antisemitism,Bfast,14,Dng Rm C
"Mann, John",3/18/08,APPG Against Antisemitism,Dinn,24,Astor Suite
"O'Hara, Eddie",4/23/08,APPG Ageing of Older People,Dinn,17,Dng Rm B
"Gerrard, Neil",3/1/06,APPG Aids/Durex,Dinn,26,Club Rm
"Dhanda, Parmjit",5/12/08,APPG Antisemitism inquiry Report,Rec,130,Mmbrs Dng Rm
"Baldry, Tony",2/4/08,APPG China Group,Lnch,23,Astor Suite
"Chapman, Ben",7/18/06,APPG Cleaning & Hygiene Industry,Lnch,21,Dng Rm B
"Wyatt, Derek",3/19/08,APPG Communications & 3UK,Dinn,12,Dng Rm C
"Lazarowicz, Mark",1/24/07,APPG Debt & Personal Finance,Rec,50,Dng Rm A
"Lazarowicz, Mark",12/12/07,APPG Debt & Personal Finance Reception,Rec,125,Tce Pvln
"Prosser, Gwyn",6/28/07,APPG Employer Reception,Rec,55,Dng Rm A
"Prisk, Mark",3/19/08,APPG Enterprise,Bfast,22,Dng Rm B
"Betts, Clive",3/24/09,APPG for Almos - TSA Meeting,Rec,100,Mmbrs Dng Rm
"Simon, Sion",12/11/08,APPG for Bus Service,Bfast,45,Dng Rm A
"Curtis-Thomas, Claire",2/8/06,APPG for Construction Skills,Lnch,13,Dng Rm D
"Atkins, Charlotte",7/6/09,APPG for Dentistry Summer Reception,Rec,80,Dng Rm A
"Olner, Bill",12/12/07,APPG for Funerals & Bereavement,Lnch,16,Dng Rm B
"Olner, Bill",12/6/06,APPG for Funerals & Bereavement Lunch,Lnch,14,Dng Rm D
"Dean, Janet",10/29/07,APPG for Lupus & Lupus UK,Tea,80,Tce Pvln
"Hunter, Mark",11/19/08,APPG for Parkinsons' Disease,Rec,150,Tce Pvln
"Dunne, Philip",7/1/09,APPG for Rural Services,Bfast,35,Dng Rm A
"Hall, Patrick",5/1/07,APPG for Town Centre Management,Bfast,16,Dng Rm A
"Hall, Patrick",6/26/07,APPG for Town Centre Management,Bfast,27,Dng Rm A
"Hall, Patrick",11/13/07,APPG for Town Centre Management,Bfast,18,Dng Rm B
"Hall, Patrick",12/6/07,APPG for Town Centre Management,Rec,80,Tce Pvln
"Hall, Patrick",1/30/08,APPG for Town Centre Management,Dinn,15,Club Rm
"Hall, Patrick",7/16/08,APPG for town Centre Management,Bfast,13,Dng Rm D
"Horwood, Martin",5/20/08,APPG for Tribal Peoples,Rec,100,Mmbrs Dng Rm
"McCafferty, Christine",6/26/07,APPG Friends of Islam,Lnch,13,Dng Rm C
"Evans, Nigel",1/31/06,APPG Identity Card,Rec,45,Astor Suite
"Brown, Lyn",7/16/08,APPG Libraries - Summer Reading Challenge,Rec,50,Dng Rm A
"Rowen, Paul",2/24/09,APPG Light Rail Lunch,Lnch,19,Dng Rm B
